0,1,2,3,4,5,6,7,8,9
6,1229194,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES, WITH IT)",39.343,39.359,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
7,1082194,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES),38.872,38.739,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
8,1246194,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (MEDICAL LABORATORY SCIENCES),38.044,37.873,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
9,1087194,KISII UNIVERSITY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,38.842,38.7,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
10,1166194,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,36.584,37.12,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
11,1181194,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,30.11,28.532,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
12,1240194,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,38.08,38.188,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
13,1244194,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,30.11,-,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
14,1249194,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,40.675,40.68,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
15,1279194,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN MEDICAL LABORATORY SCIENCES,37.868,37.079,BIO(231):C+,CHE(233):C+,"MAT
A(121)/PHY(232)
:C+","ENG(101)/KIS(10
2):C+"
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
4,1480199,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF ECONOMICS & STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
5,1580199,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF ECONOMICS & STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
6,1061199,KABARAK UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
7,1087199,KISII UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
8,1093199,UNIVERSITY OF EMBU,BACHELOR OF ECONOMICS AND STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
9,1103199,KCA UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
10,1166199,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
11,1263199,UNIVERSITY OF NAIROBI,BACHELOR OF ECONOMICS AND STATISTICS,34.507,33.223,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
12,1279199,MOUNT KENYA UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
13,1425199,ZETECH UNIVERSITY,BACHELOR OF ECONOMICS AND STATISTICS,18.831,19.914,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
14,5145199,OPEN UNIVERSITY OF KENYA,BACHELOR OF ECONOMICS AND STATISTICS,18.831,-,MAT A(121):C+,"ENG(101)/KIS(10
2):C",,
1,1111213,KENYATTA UNIVERSITY,BACHELOR OF ENVIRONMENTAL SCIENCE,15.864,27.664,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
2,1117213,PWANI UNIVERSITY,BACHELOR OF ENVIRONMENTAL SCIENCE,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
3,1170228,MACHAKOS UNIVERSITY,BACHELOR OF ENVIRONMENTAL SCIENCE,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
4,1570213,TURKANA UNIVERSITY COLLEGE,BACHELOR OF ENVIRONMENTAL SCIENCE,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
5,1580213,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF ENVIRONMENTAL SCIENCE,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
6,1114213,UNIVERSITY OF ELDORET,BACHELOR OF ENVIRONMENTAL STUDIES (SCIENCE),15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
7,1229213,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE, WITH IT)",15.864,23.036,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
8,1515213,TOM MBOYA UNIVERSITY,"BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE, WITH IT)",15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
9,1073213,RONGO UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
10,1082213,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
11,1105213,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
12,1176213,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCE),15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
13,1057213,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL SCIENCES),15.864,21.994,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
14,1061213,KABARAK UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
15,1087213,KISII UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
16,1249213,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,25.137,29.744,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
17,1253229,MOI UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE,15.864,25.62,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
18,1244213,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ENVIRONMENTAL STUDIES,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
19,1165213,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE(ENVIRONMENTAL STUDIES),15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
20,1170213,MACHAKOS UNIVERSITY,BACHELOR OF ENVIRONMENTAL STUDIES (COMMUNITY DEVELOPMENT),15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
21,1080213,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
1,1600232,ALUPE UNIVERSITY,BACHELOR OF INFORMATION TECHNOLOGY,-,-,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
2,1082232,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),29.277,31.838,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
3,1091232,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
4,1103232,KCA UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
5,1108232,KIBABII UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),24.337,22.458,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
6,1118232,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),23.51,27.013,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
7,1169232,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
8,1170232,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),29.664,31.083,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
9,1229232,MASENO UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),31.702,33.019,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
10,1515232,TOM MBOYA UNIVERSITY,BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
11,1061232,KABARAK UNIVERSITY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
12,1063232,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,29.323,31.706,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
13,1079232,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,21.468,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
14,1080232,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,31.768,33.547,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
15,1093232,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,26.283,26.252,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
16,1114232,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,30.177,30.339,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
17,1119232,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
18,1164232,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,35.385,35.394,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
19,1173232,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,33.591,34.511,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
20,1192232,GREAT LAKES UNIVERSITY OF KISUMU,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
21,1240232,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,29.204,29.029,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
22,1244232,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,25.372,22.568,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
23,1246232,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,30.317,29.606,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
24,1249232,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,39.851,40.27,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
25,1279232,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,29.619,23.496,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
26,1425232,ZETECH UNIVERSITY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,18.814,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
27,1470232,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,22.998,18.638,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
28,1570232,TURKANA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,-,-,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
29,1112232,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (INFORMATION TECHNOLOGY),36.399,38.039,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
30,1495232,LUKENYA UNIVERSITY,BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY,-,-,MAT A(121):C,"ENG(101)/KIS(10
2):C",,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
2,1063244,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
3,1066244,MANAGEMENT UNIVERSITY OF AFRICA,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,-,-,"MAT
A(121)/MAT
B(122):C",,,
4,1068244,PAN AFRICA CHRISTIAN UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
5,1077244,KENYA METHODIST UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
6,1078244,AFRICA NAZARENE UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,25.254,21.444,"MAT
A(121)/MAT
B(122):C",,,
7,1079206,KIRINYAGA UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
8,1090244,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
9,1091244,TAITA TAVETA UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
10,1093244,UNIVERSITY OF EMBU,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,25.384,21.444,"MAT
A(121)/MAT
B(122):C",,,
11,1164244,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,31.205,29.991,"MAT
A(121)/MAT
B(122):C",,,
12,1166244,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
13,1173244,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,31.074,27.902,"MAT
A(121)/MAT
B(122):C",,,
14,1181244,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
15,1240244,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,26.523,21.444,"MAT
A(121)/MAT
B(122):C",,,
16,1246244,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,27.359,21.444,"MAT
A(121)/MAT
B(122):C",,,
17,1249244,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,34.173,33.016,"MAT
A(121)/MAT
B(122):C",,,
18,1279244,MOUNT KENYA UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,27.32,21.444,"MAT
A(121)/MAT
B(122):C",,,
19,1425244,ZETECH UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
20,1500244,THE EAST AFRICAN UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
21,1600244,ALUPE UNIVERSITY,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,-,-,"MAT
A(121)/MAT
B(122):C",,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2024,CUTOFF - 2023,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4
3,1105247,CHUKA UNIVERSITY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
4,1105250,CHUKA UNIVERSITY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,-,-,"MAT
A(121)/MAT
B(122):C",,,
5,1164250,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
6,1240250,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
7,1685250,THARAKA UNIVERSITY,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
8,1279250,MOUNT KENYA UNIVERSITY,BACHELOR OF PROCUREMENT,21.375,21.444,"MAT
A(121)/MAT
B(122):C",,,
1,1073292,RONGO UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),18.144,24.656,GEO(312):C+,,,
2,1087292,KISII UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),18.144,23.911,GEO(312):C+,,,
3,1244292,KARATINA UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),18.144,24.685,GEO(312):C+,,,
4,1253292,MOI UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),21.96,27.755,GEO(312):C+,,,
5,1700292,BOMET UNIVERSITY COLLEGE,BACHELOR OF ARTS (GEOGRAPHY),18.144,22.789,GEO(312):C+,,,
6,1480292,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF ARTS IN GEOGRAPHY,18.144,18.555,GEO(312):C+,,,
7,1057292,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),22.88,28.094,GEO(312):C+,,,
8,1117292,PWANI UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),18.144,26.787,GEO(312):C+,,,
9,1176292,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),18.144,24.214,GEO(312):C+,,,
10,1105292,CHUKA UNIVERSITY,BACHELOR OF ARTS IN GEOGRAPHY AND ECONOMICS,22.56,27.87,GEO(312):C+,,,
1,1229303,MASENO UNIVERSITY,"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",22.449,22.916,,,,
2,1515303,TOM MBOYA UNIVERSITY,"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",22.449,22.916,,,,
3,1066303,MANAGEMENT UNIVERSITY OF AFRICA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,22.916,,,,
4,1087303,KISII UNIVERSITY,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,22.916,,,,
5,1114303,UNIVERSITY OF ELDORET,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,-,-,,,,
6,1119303,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,22.916,,,,
7,1181303,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,22.916,,,,
8,1480303,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,22.916,,,,
9,1080303,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF DEVELOPMENT STUDIES,-,-,,,,
10,1249303,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF DEVELOPMENT STUDIES,22.449,27.072,,,,
11,1279303,MOUNT KENYA UNIVERSITY,BACHELOR OF DEVELOPMENT STUDIES,22.449,22.916,,,,
12,1570303,TURKANA UNIVERSITY COLLEGE,BACHELOR OF DEVELOPMENT STUDIES,22.449,22.916,,,,
13,1063303,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,22.916,,,,
14,1246303,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF DEVELOPMENT STUDIES WITH IT,22.449,22.916,,,,
1,1480312,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND MANAGEMENT,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
2,1111312,KENYATTA UNIVERSITY,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,15.864,27.669,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
3,1114312,UNIVERSITY OF ELDORET,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,15.864,-,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
4,1117312,PWANI UNIVERSITY,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
5,1080312,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ENVIRONMENTAL ECONOMICS AND POLICY,15.864,17.043,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
6,1165312,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL MANAGEMENT),15.864,-,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
7,1279312,MOUNT KENYA UNIVERSITY,BACHELOR OF ECONOMICS AND POLICY,-,-,"BIO(231)/AGR(4
43):C+","CHE(233)/GEO(3
12):C+",,
1,1078337,AFRICA NAZARENE UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),22.449,22.916,,,,
2,1170337,MACHAKOS UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),24.615,27.279,,,,
3,1600337,ALUPE UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),22.449,25.135,,,,
4,1068337,PAN AFRICA CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,-,,,,
5,1087337,KISII UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,22.916,,,,
6,1090337,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,22.916,,,,
7,1103337,KCA UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,22.916,,,,
8,1107337,ST PAULS UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,22.916,,,,
9,1119337,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,22.916,,,,
10,1181337,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,-,-,,,,
11,1475337,TANGAZA UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,22.916,,,,
12,1480337,CATHOLIC UNIVERSITY OF EASTERN AFRICA,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,22.916,,,,
13,1063337,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,22.449,26.516,,,,
14,1225337,INTERNATIONAL LEADERSHIP UNIVERSITY,BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,22.449,22.916,,,,
15,1112337,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),31.022,33.977,,,,
16,1253337,MOI UNIVERSITY,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),24.041,28.369,,,,
17,1700337,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),22.449,22.916,,,,
18,1580337,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF ARTS (COUNSELLING),24.094,24.659,,,,
19,1162337,DAYSTAR UNIVERSITY,BACHELOR OF ARTS IN PSYCHOLOGY,22.449,22.916,,,,
20,1077337,KENYA METHODIST UNIVERSITY,BACHELOR OF ARTS IN COUNSELING,22.449,22.916,,,,
21,1061337,KABARAK UNIVERSITY,BACHELOR OF COUNSELLING PSYCHOLOGY,-,-,,,,
1,1114348,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),15.864,17.043,"BIO(231)/AGR(4
43):C+",CHE(233):C,"MAT
A(121)/PHY(232)
/GEO(312):C",
2,1057348,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),15.864,17.043,"BIO(231)/AGR(4
43):C+",CHE(233):C,"MAT
A(121)/PHY(232)
/GEO(312):C",
